Epoch,Accuracy,Time (s)
0,0.6842105263157895,2.671583890914917
1,0.6842105263157895,2.423521041870117
2,0.6842105263157895,2.5069150924682617
3,0.8421052631578947,2.695617914199829
4,0.8421052631578947,2.878037929534912
5,0.7368421052631579,2.6669981479644775
6,0.7368421052631579,2.5686159133911133
7,0.7894736842105263,2.3951833248138428
8,0.8421052631578947,2.425570011138916
9,0.7894736842105263,2.350787878036499
10,0.7894736842105263,2.31154203414917
11,0.7894736842105263,2.3425121307373047
12,0.7894736842105263,2.3473961353302
13,0.7894736842105263,2.4893009662628174
14,0.7894736842105263,2.754486083984375
15,0.7894736842105263,3.4069647789001465
16,0.7894736842105263,3.481552839279175
17,0.8421052631578947,3.044266939163208
18,0.7368421052631579,2.6911542415618896
19,0.7894736842105263,2.536763906478882
20,0.7894736842105263,3.044070243835449
21,0.7894736842105263,2.8640902042388916
22,0.7368421052631579,2.9396469593048096
23,0.7368421052631579,2.8696682453155518
24,0.7894736842105263,2.490612030029297
25,0.7894736842105263,2.647286891937256
26,0.7894736842105263,2.464284896850586
27,0.7894736842105263,2.5574090480804443
28,0.7894736842105263,2.540527820587158
29,0.7894736842105263,2.4661428928375244
30,0.7894736842105263,2.455348014831543
31,0.7894736842105263,2.5517940521240234
32,0.7894736842105263,2.6664581298828125
33,0.7894736842105263,2.6668412685394287
34,0.7894736842105263,2.3397889137268066
35,0.7894736842105263,2.4399359226226807
36,0.7894736842105263,2.7495758533477783
37,0.7894736842105263,2.906827926635742
38,0.7894736842105263,2.6028358936309814
39,0.7894736842105263,2.5489890575408936
40,0.7894736842105263,2.4021599292755127
41,0.7894736842105263,2.5315699577331543
42,0.7894736842105263,2.4883809089660645
43,0.7894736842105263,2.463474750518799
44,0.7894736842105263,2.672100067138672
45,0.7894736842105263,3.1164159774780273
46,0.7894736842105263,3.098562002182007
47,0.7894736842105263,2.942427158355713
48,0.7894736842105263,2.7675509452819824
49,0.7894736842105263,2.6398730278015137
